@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute Base NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute hotkey22 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,96.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.739130435
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,58.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,81.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.429657795
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,46.0,0.0,5.0,89.0,0.0,2.0,0.0,1.0,0.0,1.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.689655172
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,46.0,0.0,4.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.136363636
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,112.0,1.0,0.0,0.0,113.0,2.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.271676301
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,63.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,97.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,132.0,1.0,0.0,0.0,146.0,4.0,0.0,2.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.406698565
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,51.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,97.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.066037736
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,161.0,1.0,0.0,0.0,164.0,2.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.219435737
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,91.0,1.0,0.0,0.0,96.0,2.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.956353055
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,122.0,1.0,0.0,0.0,126.0,1.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.781609195
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,113.0,1.0,0.0,0.0,118.0,2.0,0.0,2.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.061553986
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,123.0,1.0,0.0,0.0,129.0,4.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.114933542
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,144.0,1.0,0.0,0.0,166.0,2.0,0.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.822620016
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,44.0,12.0,1.0,65.0,47.0,0.0,0.0,17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.839486356
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,65.0,10.0,1.0,74.0,39.0,0.0,0.0,18.0,0.0,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.05904059
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,42.0,9.0,3.0,47.0,31.0,0.0,0.0,18.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2665256478
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,36.0,10.0,1.0,58.0,54.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5541401274
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,43.0,14.0,1.0,42.0,30.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.838526912
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,29.0,12.0,1.0,40.0,24.0,0.0,0.0,18.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.245827011
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,41.0,8.0,1.0,48.0,30.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8410914928
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,52.0,13.0,1.0,61.0,35.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.910179641
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,41.0,7.0,1.0,50.0,33.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2692847125
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,33.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,19.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5425531915
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,38.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4165366615
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,35.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2796208531
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,30.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,13.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,28.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,17.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9310344828
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,32.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9329173167
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,34.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,11.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9183673469
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,64.0,1.0,1.0,12.0,85.0,1.0,7.0,2.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.250596659
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,25.0,1.0,0.0,0.0,31.0,3.0,2.0,2.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.8108108108
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,53.0,1.0,2.0,14.0,49.0,1.0,6.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.346153846
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,54.0,1.0,1.0,14.0,57.0,1.0,7.0,0.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.675917637
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,53.0,2.0,0.0,0.0,94.0,1.0,10.0,2.0,65.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.760479042
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,48.0,2.0,3.0,7.0,51.0,2.0,5.0,0.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.272727273
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,41.0,2.0,1.0,7.0,47.0,1.0,2.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.154362416
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,55.0,2.0,1.0,11.0,61.0,1.0,9.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.949152542
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,31.0,3.0,2.0,5.0,35.0,4.0,4.0,3.0,21.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.617021277
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2896854/1/,100.0,0.0,1.0,120.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.387096774
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342120/1/,64.0,1.0,1.0,31.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.163636364
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2896854/1/,67.0,0.0,1.0,78.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.383341696
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,80.0,1.0,1.0,30.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.311418685
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2896854/1/,66.0,0.0,1.0,80.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.256797583
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,80.0,1.0,1.0,42.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.196544276
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,73.0,1.0,1.0,41.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.944162437
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342120/1/,73.0,1.0,1.0,29.0,68.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.184210526
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2896854/1/,57.0,0.0,1.0,72.0,0.0,1.0,1.0,2.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.567362429
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2896854/1/,93.0,0.0,1.0,115.0,0.0,1.0,1.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.826086957
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,73.0,1.0,1.0,43.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.701492537
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2896854/1/,82.0,0.0,1.0,109.0,0.0,1.0,1.0,1.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.856915739
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2896854/1/,65.0,0.0,1.0,90.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.260273973
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2896854/1/,85.0,0.0,1.0,115.0,0.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.489405332
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2896854/1/,90.0,0.0,1.0,107.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.986970684
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,72.0,0.0,2.0,62.0,0.0,3.0,1.0,5.0,68.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.128712871
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,74.0,0.0,3.0,92.0,0.0,2.0,1.0,2.0,96.0,0.0,0.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.072
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,78.0,0.0,2.0,92.0,0.0,2.0,1.0,2.0,99.0,1.0,0.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.766666667
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,51.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,101.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.20610687
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,118.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.388331814
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,61.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,107.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.592592593
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,104.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.810089021
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,83.0,0.0,2.0,82.0,0.0,2.0,1.0,3.0,86.0,0.0,0.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.5
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,75.0,0.0,2.0,94.0,0.0,2.0,1.0,3.0,100.0,1.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.097065463
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,60.0,0.0,2.0,83.0,0.0,2.0,1.0,4.0,95.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.928783383
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,77.0,0.0,2.0,86.0,0.0,2.0,1.0,2.0,91.0,0.0,0.0,45.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.927374302
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,91.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.955307263
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,21.0,12.0,1.0,50.0,47.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.757947574
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,73.0,0.0,2.0,93.0,0.0,2.0,1.0,7.0,101.0,0.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.26128266
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/3538115/1/,55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,108.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.790973872
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,47.0,17.0,2.0,39.0,27.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.454545455
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,21.0,1.0,1.0,44.0,37.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.09623431
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,86.0,0.0,2.0,91.0,0.0,2.0,1.0,3.0,101.0,0.0,0.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.403141361
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,110.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.625
